rho,gamma,delta,alpha,kappa,beta_judge,top1_hit,top3_hit,posterior_consistency,map_match_rate,weighted_score,seasons_run,status
0.4,0.0,1.5,7.0,0.3,4.0,0.348993288590604,0.7315436241610739,0.5369308282261744,0.6439393939393939,0.6751002189297579,34,completed
0.4,0.0,1.5,7.0,0.3,2.0,0.3523489932885906,0.738255033557047,0.5372029560544308,0.6363636363636364,0.6776663386178416,34,completed
0.4,0.0,1.5,7.0,0.4,4.0,0.348993288590604,0.7550335570469798,0.5180316879179179,0.5757575757575758,0.6717779869632867,34,completed
0.4,0.0,1.5,7.0,0.4,2.0,0.3389261744966443,0.7516778523489933,0.5211905583512333,0.5871212121212122,0.672669065503885,34,completed
0.4,0.0,1.8,3.0,0.2,4.0,0.3523489932885906,0.7348993288590604,0.5042006904048251,0.696969696969697,0.6811736747903406,34,completed
0.4,0.0,1.8,3.0,0.3,2.0,0.33557046979865773,0.7449664429530202,0.4883016083277626,0.6553030303030303,0.6757007934979706,34,completed
0.4,0.0,1.8,3.0,0.3,4.0,0.3422818791946309,0.7751677852348994,0.49887991663033765,0.6590909090909091,0.6966948362851889,34,completed
0.4,0.0,1.8,3.0,0.4,4.0,0.33557046979865773,0.7449664429530202,0.4894258677886661,0.6287878787878788,0.6706226150871211,34,completed
0.4,0.0,1.8,3.0,0.4,2.0,0.33557046979865773,0.7483221476510067,0.4737761701324195,0.625,0.668748522617088,34,completed
0.4,0.0,1.8,5.0,0.3,2.0,0.34563758389261745,0.7449664429530202,0.5271124112540306,0.7272727272727273,0.6978568934771636,34,completed
0.4,0.0,1.8,5.0,0.2,2.0,0.33557046979865773,0.7248322147651006,0.5495322439027048,0.7727272727272727,0.6993512321850559,34,completed
0.4,0.0,1.8,5.0,0.2,4.0,0.3422818791946309,0.7416107382550335,0.5462226512850178,0.7613636363636364,0.7064837004827509,34,completed
0.4,0.0,1.8,5.0,0.4,2.0,0.3221476510067114,0.7348993288590604,0.517668516416115,0.6893939393939394,0.6823520884774471,34,completed
0.4,0.0,1.8,5.0,0.3,4.0,0.32550335570469796,0.738255033557047,0.5281557818918974,0.7272727272727273,0.6940387219671532,34,completed
0.4,0.0,1.8,5.0,0.4,4.0,0.33221476510067116,0.7684563758389261,0.5154533097223072,0.6856060606060606,0.7012856995690292,34,completed
0.4,0.0,1.8,7.0,0.2,4.0,0.34563758389261745,0.7248322147651006,0.5913721859431582,0.821969696969697,0.7175677054416314,34,completed
0.4,0.0,1.8,7.0,0.2,2.0,0.34563758389261745,0.7281879194630873,0.5730077868866272,0.803030303030303,0.7121203696612384,34,completed
0.4,0.0,1.8,7.0,0.3,2.0,0.3422818791946309,0.7348993288590604,0.5594255498912825,0.75,0.7028247072936928,34,completed
0.4,0.0,1.8,7.0,0.3,4.0,0.3389261744966443,0.7483221476510067,0.5665369224327373,0.75,0.7123006730771515,34,completed
0.4,0.0,1.8,7.0,0.4,2.0,0.3422818791946309,0.7416107382550335,0.5426708249388523,0.7159090909090909,0.6966824261226088,34,completed
0.4,0.0,1.8,7.0,0.4,4.0,0.3187919463087248,0.7348993288590604,0.5520530458150243,0.7424242424242424,0.6998350549632897,34,completed
0.4,0.2,1.2,3.0,0.2,2.0,0.35906040268456374,0.785234899328859,0.4936656095939188,0.5340909090909091,0.676692243334281,34,completed
0.4,0.2,1.2,3.0,0.2,4.0,0.35906040268456374,0.7718120805369127,0.48590350664809545,0.5227272727272727,0.6648134041972213,34,completed
0.4,0.2,1.2,3.0,0.3,4.0,0.35906040268456374,0.7651006711409396,0.4648731994533614,0.48484848484848486,0.649004739544933,34,completed
0.4,0.2,1.2,3.0,0.3,2.0,0.3624161073825503,0.7785234899328859,0.4628210959943114,0.4810606060606061,0.655890434370715,34,completed
0.4,0.2,1.2,3.0,0.4,2.0,0.3691275167785235,0.7684563758389261,0.4687608692169759,0.48484848484848486,0.6517956963164478,34,completed
0.4,0.2,1.2,3.0,0.4,4.0,0.3724832214765101,0.7583892617449665,0.46180001476537763,0.4810606060606061,0.6436056812121767,34,completed
0.4,0.2,1.2,5.0,0.2,2.0,0.35906040268456374,0.7885906040268457,0.505430734682554,0.5378787878787878,0.6818162669283758,34,completed
0.4,0.2,1.2,5.0,0.2,4.0,0.3523489932885906,0.7953020134228188,0.5110876203103868,0.5568181818181818,0.690762368479405,34,completed
0.4,0.2,1.2,5.0,0.3,2.0,0.3691275167785235,0.7785234899328859,0.46957921147136444,0.4810606060606061,0.6572420574661256,34,completed
0.4,0.2,1.2,5.0,0.3,4.0,0.3422818791946309,0.7651006711409396,0.48835569028604253,0.5151515151515151,0.6597618437720753,34,completed
0.4,0.2,1.2,5.0,0.4,2.0,0.3724832214765101,0.761744966442953,0.4713703896947376,0.49242424242424243,0.6498059062895677,34,completed
0.4,0.2,1.2,5.0,0.4,4.0,0.3624161073825503,0.7684563758389261,0.474497108474381,0.48863636363636365,0.6537005199255046,34,completed
0.4,0.2,1.2,7.0,0.2,2.0,0.35570469798657717,0.7718120805369127,0.5170018656238933,0.5795454545454546,0.6823967123560173,34,completed
0.4,0.2,1.2,7.0,0.2,4.0,0.3523489932885906,0.7785234899328859,0.5147526813310497,0.5795454545454546,0.6859737211350324,34,completed
0.4,0.2,1.2,7.0,0.3,2.0,0.3624161073825503,0.7550335570469798,0.49447078187183324,0.5227272727272727,0.656459745148009,34,completed
0.4,0.2,1.2,7.0,0.3,4.0,0.3624161073825503,0.7583892617449665,0.49013969927458406,0.5151515151515151,0.6560917999321998,34,completed
0.4,0.2,1.2,7.0,0.4,2.0,0.36577181208053694,0.7583892617449665,0.4771363149771259,0.49242424242424243,0.6489456685272534,34,completed
0.4,0.2,1.2,7.0,0.4,4.0,0.35906040268456374,0.7583892617449665,0.47954793747203234,0.48863636363636365,0.648670417268659,34,completed
0.4,0.2,1.5,3.0,0.2,2.0,0.3691275167785235,0.785234899328859,0.4930821643062483,0.5303030303030303,0.6758179785191711,34,completed
0.4,0.2,1.5,3.0,0.2,4.0,0.3624161073825503,0.7751677852348994,0.49969406932014343,0.553030303030303,0.6756455456110289,34,completed
0.4,0.2,1.5,3.0,0.3,2.0,0.35906040268456374,0.761744966442953,0.4751086040643286,0.5,0.6520687006786375,34,completed
0.4,0.2,1.5,3.0,0.3,4.0,0.3389261744966443,0.7583892617449665,0.4796737294267764,0.5075757575757576,0.6524834544474867,34,completed
0.4,0.2,1.5,3.0,0.4,4.0,0.348993288590604,0.761744966442953,0.4635891183937468,0.48863636363636365,0.6474920762717938,34,completed
0.4,0.2,1.5,3.0,0.4,2.0,0.3422818791946309,0.7483221476510067,0.463315904250664,0.48863636363636365,0.6393837421680095,34,completed
0.4,0.2,1.5,5.0,0.2,2.0,0.3523489932885906,0.7818791946308725,0.5074788480347028,0.5606060606060606,0.6827444985066762,34,completed
0.4,0.2,1.5,5.0,0.2,4.0,0.35906040268456374,0.7818791946308725,0.5090535409367579,0.571969696969697,0.6853321643598145,34,completed
0.4,0.2,1.5,5.0,0.3,2.0,0.3523489932885906,0.761744966442953,0.4867966620348336,0.5340909090909091,0.6612244940909203,34,completed
0.4,0.2,1.5,5.0,0.4,2.0,0.3624161073825503,0.7416107382550335,0.47929929048184694,0.48484848484848486,0.6377959980190866,34,completed
0.4,0.2,1.5,5.0,0.3,4.0,0.35570469798657717,0.7348993288590604,0.4859090184275256,0.5378787878787878,0.645697158576699,34,completed
0.4,0.2,1.5,5.0,0.4,4.0,0.3422818791946309,0.7550335570469798,0.48053478401261757,0.5113636363636364,0.6513998183034386,34,completed
0.4,0.2,1.5,7.0,0.2,2.0,0.3691275167785235,0.7550335570469798,0.5284035100289736,0.6060606060606061,0.6799129574461038,34,completed
0.4,0.2,1.5,7.0,0.2,4.0,0.37583892617449666,0.7416107382550335,0.5468943400259315,0.625,0.6793453109582064,34,completed
0.4,0.2,1.5,7.0,0.3,2.0,0.3523489932885906,0.7785234899328859,0.5203913293712678,0.5757575757575758,0.6863438749855002,34,completed
0.4,0.2,1.5,7.0,0.3,4.0,0.348993288590604,0.7550335570469798,0.5180192661867454,0.5757575757575758,0.6717755026170522,34,completed
0.4,0.2,1.5,7.0,0.4,2.0,0.34563758389261745,0.7550335570469798,0.4890843909510033,0.5303030303030303,0.6568976184789946,34,completed
0.4,0.2,1.5,7.0,0.4,4.0,0.3422818791946309,0.7583892617449665,0.5019574601762589,0.5416666666666666,0.663758382415565,34,completed
0.4,0.2,1.8,3.0,0.2,4.0,0.34563758389261745,0.7516778523489933,0.5006279462384259,0.6136363636363636,0.6738595733843539,34,completed
0.4,0.2,1.8,3.0,0.2,2.0,0.37583892617449666,0.7818791946308725,0.5085272713955986,0.6022727272727273,0.6912875165121887,34,completed
0.4,0.2,1.8,3.0,0.3,2.0,0.33557046979865773,0.7651006711409396,0.49662706809981344,0.5757575757575758,0.6735373314560417,34,completed
0.4,0.2,1.8,3.0,0.3,4.0,0.35906040268456374,0.7651006711409396,0.4893904840704561,0.571969696969697,0.6713324388925943,34,completed
0.4,0.2,1.8,3.0,0.4,2.0,0.3523489932885906,0.7651006711409396,0.4729302114854982,0.5492424242424242,0.6634949298301482,34,completed
0.4,0.2,1.8,3.0,0.4,4.0,0.3422818791946309,0.761744966442953,0.4798265713133918,0.5454545454545454,0.6621032032193592,34,completed
0.4,0.2,1.8,5.0,0.2,2.0,0.348993288590604,0.7583892617449665,0.5326052231169183,0.6590909090909091,0.6933727834885453,34,completed
0.4,0.2,1.8,5.0,0.2,4.0,0.36577181208053694,0.7751677852348994,0.5347873198500591,0.6704545454545454,0.7061490442018605,34,completed
0.4,0.2,1.8,5.0,0.3,4.0,0.35570469798657717,0.7583892617449665,0.5213349380965353,0.6212121212121212,0.6835429689087111,34,completed
0.4,0.2,1.8,5.0,0.3,2.0,0.35906040268456374,0.785234899328859,0.5273697732180577,0.6325757575757576,0.7031300457560784,34,completed
0.4,0.2,1.8,5.0,0.4,2.0,0.3624161073825503,0.7483221476510067,0.5072812869316998,0.6174242424242424,0.6739343944617925,34,completed
0.4,0.2,1.8,5.0,0.4,4.0,0.33557046979865773,0.7785234899328859,0.5170688164641464,0.5984848484848485,0.6902248269495305,34,completed
0.4,0.2,1.8,7.0,0.2,2.0,0.348993288590604,0.7718120805369127,0.559725079368951,0.7007575757575758,0.715183779347453,34,completed
0.4,0.2,1.8,7.0,0.2,4.0,0.34563758389261745,0.7718120805369127,0.5562554969655401,0.7083333333333334,0.7160050143819224,34,completed
0.4,0.2,1.8,7.0,0.3,2.0,0.348993288590604,0.7818791946308725,0.5487698426462881,0.6856060606060606,0.7160026974289933,34,completed
0.4,0.2,1.8,7.0,0.3,4.0,0.3691275167785235,0.761744966442953,0.5553951566753181,0.6893939393939394,0.7060047990796232,34,completed
0.4,0.2,1.8,7.0,0.4,4.0,0.33557046979865773,0.7449664429530202,0.5288605427348508,0.6174242424242424,0.6762368228036307,34,completed
0.4,0.2,1.8,7.0,0.4,2.0,0.3724832214765101,0.7718120805369127,0.5289860245277275,0.625,0.6938844532276931,34,completed
0.4,0.3,1.2,3.0,0.2,2.0,0.3724832214765101,0.7751677852348994,0.4718673392656005,0.5,0.6594741389940597,34,completed
0.4,0.3,1.2,3.0,0.2,4.0,0.3523489932885906,0.7818791946308725,0.4806069628913901,0.49242424242424243,0.66373375784165,34,completed
0.4,0.3,1.2,3.0,0.3,2.0,0.3624161073825503,0.7785234899328859,0.46642557017971437,0.48863636363636365,0.6581264807229471,34,completed
0.4,0.3,1.2,3.0,0.3,4.0,0.3624161073825503,0.7651006711409396,0.47072518592168366,0.48863636363636365,0.6509327125961732,34,completed
0.4,0.3,1.2,3.0,0.4,2.0,0.3691275167785235,0.7583892617449665,0.4416796469308942,0.45454545454545453,0.6342785773422496,34,completed
0.4,0.3,1.2,5.0,0.2,2.0,0.3624161073825503,0.761744966442953,0.48734548679025047,0.5189393939393939,0.6583039560117007,34,completed
0.4,0.3,1.2,3.0,0.4,4.0,0.35570469798657717,0.7583892617449665,0.46278361035224197,0.4696969696969697,0.6415296730568222,34,completed
0.4,0.3,1.2,5.0,0.2,4.0,0.3724832214765101,0.7651006711409396,0.5028076935511591,0.5303030303030303,0.6656825474554016,34,completed
0.4,0.3,1.2,5.0,0.3,2.0,0.3859060402684564,0.7818791946308725,0.47957594915986607,0.48863636363636365,0.6627699793377695,34,completed
0.4,0.3,1.2,5.0,0.3,4.0,0.3724832214765101,0.761744966442953,0.48504733175886244,0.5037878787878788,0.65481402197512,34,completed
0.4,0.3,1.2,5.0,0.4,2.0,0.35906040268456374,0.7718120805369127,0.4530315741531349,0.4621212121212121,0.646117805577017,34,completed
0.4,0.3,1.2,5.0,0.4,4.0,0.36577181208053694,0.7449664429530202,0.4569609217182259,0.4772727272727273,0.6338265955700026,34,completed
0.4,0.3,1.2,7.0,0.2,2.0,0.3691275167785235,0.7785234899328859,0.5057263428305002,0.5303030303030303,0.6743199685864376,34,completed
0.4,0.3,1.2,7.0,0.2,4.0,0.35570469798657717,0.761744966442953,0.518489970117547,0.553030303030303,0.6713510344953417,34,completed
0.4,0.3,1.2,7.0,0.3,2.0,0.3691275167785235,0.7785234899328859,0.48100323637726167,0.4810606060606061,0.6595268624473051,34,completed
0.4,0.3,1.2,7.0,0.3,4.0,0.3691275167785235,0.7516778523489933,0.48823859385314944,0.5037878787878788,0.6494120059376016,34,completed
0.4,0.3,1.2,7.0,0.4,2.0,0.3724832214765101,0.7550335570469798,0.4697453842221697,0.48484848484848486,0.6439389080423188,34,completed
0.4,0.3,1.2,7.0,0.4,4.0,0.3624161073825503,0.7651006711409396,0.4736744851814075,0.4659090909090909,0.6469771179026633,34,completed
0.4,0.3,1.5,3.0,0.2,2.0,0.35906040268456374,0.7818791946308725,0.4856053571764191,0.5378787878787878,0.6738243457895648,34,completed
0.4,0.3,1.5,3.0,0.2,4.0,0.3724832214765101,0.738255033557047,0.48953019983428553,0.5113636363636364,0.6431317873738126,34,completed
0.4,0.3,1.5,3.0,0.3,2.0,0.3691275167785235,0.761744966442953,0.47233014395652967,0.4962121212121212,0.650755432899502,34,completed
0.4,0.3,1.5,3.0,0.3,4.0,0.34563758389261745,0.7516778523489933,0.46793007364665623,0.48863636363636365,0.642319998866,34,completed
0.4,0.3,1.5,3.0,0.4,2.0,0.3523489932885906,0.7416107382550335,0.4550408856621085,0.4810606060606061,0.632186741297563,34,completed
0.4,0.3,1.5,3.0,0.4,4.0,0.35906040268456374,0.7651006711409396,0.46271214456947496,0.4962121212121212,0.6508452558408829,34,completed
0.4,0.3,1.5,5.0,0.2,2.0,0.35906040268456374,0.7919463087248322,0.5035453922701579,0.553030303030303,0.6864829242949915,34,completed
0.4,0.3,1.5,5.0,0.2,4.0,0.3422818791946309,0.761744966442953,0.503762685543258,0.5340909090909091,0.6646176987926052,34,completed
0.4,0.3,1.5,5.0,0.3,2.0,0.3523489932885906,0.7651006711409396,0.48167761730198966,0.5037878787878788,0.6561535019025375,34,completed
0.4,0.3,1.5,5.0,0.3,4.0,0.35906040268456374,0.7818791946308725,0.48919925009325865,0.5075757575757576,0.6684825183123267,34,completed
0.4,0.3,1.5,5.0,0.4,2.0,0.348993288590604,0.7583892617449665,0.46673288157811843,0.4810606060606061,0.6445922545747248,34,completed
0.4,0.3,1.5,5.0,0.4,4.0,0.35906040268456374,0.7516778523489933,0.4743397282248621,0.49242424242424243,0.6443595055392168,34,completed
0.4,0.3,1.5,7.0,0.2,2.0,0.34563758389261745,0.7785234899328859,0.5246702149085809,0.5795454545454546,0.6879572278505386,34,completed
0.4,0.3,1.5,7.0,0.2,4.0,0.35906040268456374,0.7818791946308725,0.5285396538766632,0.5795454545454546,0.6907445384629471,34,completed
0.4,0.3,1.5,7.0,0.3,2.0,0.348993288590604,0.7550335570469798,0.49973380695273556,0.5227272727272727,0.6575123501641895,34,completed
0.4,0.3,1.5,7.0,0.3,4.0,0.35906040268456374,0.7651006711409396,0.5023091845273686,0.5189393939393939,0.6633101183779162,34,completed
0.4,0.3,1.5,7.0,0.4,2.0,0.35570469798657717,0.7550335570469798,0.4738003639773266,0.49242424242424243,0.6462650555085017,34,completed
0.4,0.3,1.5,7.0,0.4,4.0,0.348993288590604,0.7550335570469798,0.4836732367351286,0.5227272727272727,0.6543002361206681,34,completed
0.4,0.3,1.8,3.0,0.2,2.0,0.3724832214765101,0.7818791946308725,0.5011238071194635,0.5833333333333334,0.6860189448690829,34,completed
0.4,0.3,1.8,3.0,0.2,4.0,0.36577181208053694,0.785234899328859,0.5101070685111996,0.5871212121212122,0.6905865957237978,34,completed
0.4,0.3,1.8,3.0,0.3,2.0,0.36577181208053694,0.7651006711409396,0.4794906446540155,0.5416666666666666,0.6632918649487002,34,completed
0.4,0.3,1.8,3.0,0.3,4.0,0.348993288590604,0.7818791946308725,0.49338980286748235,0.5606060606060606,0.6799266894732321,34,completed
0.4,0.3,1.8,3.0,0.4,2.0,0.3624161073825503,0.7818791946308725,0.48119261373257505,0.5340909090909091,0.6721842213432203,34,completed
0.4,0.3,1.8,3.0,0.4,4.0,0.348993288590604,0.7751677852348994,0.47716759030865413,0.5454545454545454,0.6696250982935795,34,completed
0.4,0.3,1.8,5.0,0.2,2.0,0.3691275167785235,0.7684563758389261,0.5195323735593628,0.6174242424242424,0.6884651487000767,34,completed
0.4,0.3,1.8,5.0,0.2,4.0,0.35906040268456374,0.7785234899328859,0.518074258290236,0.5984848484848485,0.6904259153147484,34,completed
0.4,0.3,1.8,5.0,0.3,2.0,0.35906040268456374,0.7751677852348994,0.5159669550565271,0.5795454545454546,0.684203153061336,34,completed
0.4,0.3,1.8,5.0,0.3,4.0,0.348993288590604,0.761744966442953,0.5119819309194416,0.5757575757575758,0.6745948812011753,34,completed
0.4,0.3,1.8,5.0,0.4,2.0,0.35906040268456374,0.7651006711409396,0.49980923791244114,0.553030303030303,0.6696283108731126,34,completed
0.4,0.3,1.8,5.0,0.4,4.0,0.3523489932885906,0.7651006711409396,0.5079007156261616,0.571969696969697,0.6750344852037354,34,completed
0.4,0.3,1.8,7.0,0.2,4.0,0.3523489932885906,0.7718120805369127,0.5573571530357877,0.6628787878787878,0.7071344365050628,34,completed
0.4,0.3,1.8,7.0,0.2,2.0,0.36577181208053694,0.761744966442953,0.5418759529134876,0.6287878787878788,0.691179746206045,34,completed
0.4,0.3,1.8,7.0,0.3,2.0,0.35906040268456374,0.7785234899328859,0.5236101283590843,0.5946969696969697,0.6907755135709424,34,completed
0.4,0.3,1.8,7.0,0.3,4.0,0.3825503355704698,0.761744966442953,0.5395560718142146,0.6136363636363636,0.6876854669558874,34,completed
0.4,0.3,1.8,7.0,0.4,2.0,0.35570469798657717,0.7684563758389261,0.5224588177876495,0.6022727272727273,0.686020134515431,34,completed
0.4,0.3,1.8,7.0,0.4,4.0,0.3691275167785235,0.7718120805369127,0.5231421179260826,0.6136363636363636,0.6904429446346368,34,completed
0.4,0.4,1.2,3.0,0.2,2.0,0.37583892617449666,0.7718120805369127,0.47130417005568054,0.4734848484848485,0.6520450520302534,34,completed
0.4,0.4,1.2,3.0,0.2,4.0,0.37583892617449666,0.7718120805369127,0.4770631884835901,0.4962121212121212,0.6577423102612899,34,completed
0.4,0.4,1.2,3.0,0.3,4.0,0.36577181208053694,0.7684563758389261,0.4586490132621781,0.4696969696969697,0.6467430220951853,34,completed
0.4,0.4,1.2,3.0,0.3,2.0,0.37583892617449666,0.7751677852348994,0.4617985019895335,0.4659090909090909,0.6506421897206645,34,completed
0.4,0.4,1.2,3.0,0.4,2.0,0.3624161073825503,0.761744966442953,0.44834069672073174,0.4621212121212121,0.6391393616341605,34,completed
0.4,0.4,1.2,3.0,0.4,4.0,0.35906040268456374,0.7516778523489933,0.4595439546345063,0.4583333333333333,0.6345821690029639,34,completed
0.4,0.4,1.2,5.0,0.2,2.0,0.36577181208053694,0.7651006711409396,0.4774009772856104,0.49242424242424243,0.6530254466265343,34,completed
0.4,0.4,1.2,5.0,0.2,4.0,0.3724832214765101,0.785234899328859,0.5000535930826528,0.5151515151515151,0.674181961244149,34,completed
0.4,0.4,1.2,5.0,0.3,2.0,0.36577181208053694,0.761744966442953,0.46598749552717755,0.4734848484848485,0.6449414486681769,34,completed
0.4,0.4,1.2,5.0,0.3,4.0,0.3724832214765101,0.7684563758389261,0.47270593979294007,0.48863636363636365,0.6533422861892164,34,completed
0.4,0.4,1.2,5.0,0.4,2.0,0.35570469798657717,0.7449664429530202,0.46231199103883697,0.4659090909090909,0.6326240821613976,34,completed
0.4,0.4,1.2,5.0,0.4,4.0,0.36577181208053694,0.761744966442953,0.4595502123316499,0.4659090909090909,0.6421388405139199,34,completed
0.4,0.4,1.2,7.0,0.2,2.0,0.3724832214765101,0.7818791946308725,0.5012497143519248,0.5340909090909091,0.6761956414670902,34,completed
0.4,0.4,1.2,7.0,0.2,4.0,0.3691275167785235,0.785234899328859,0.5057047309989804,0.5378787878787878,0.679857643372869,34,completed
0.4,0.4,1.2,7.0,0.3,2.0,0.3691275167785235,0.7583892617449665,0.47906884148768586,0.4810606060606061,0.6470594465566383,34,completed
0.4,0.4,1.2,7.0,0.3,4.0,0.36577181208053694,0.7550335570469798,0.47539624773077727,0.48484848484848486,0.6450690807440402,34,completed
0.4,0.4,1.2,7.0,0.4,2.0,0.3523489932885906,0.738255033557047,0.45796349267967856,0.4583333333333333,0.6262123853368307,34,completed
0.4,0.4,1.2,7.0,0.4,4.0,0.36577181208053694,0.7483221476510067,0.4710356133022805,0.4734848484848485,0.6378973809480297,34,completed
0.4,0.4,1.5,3.0,0.2,2.0,0.36577181208053694,0.7718120805369127,0.4854504859082128,0.5113636363636364,0.6624500727765175,34,completed
0.4,0.4,1.5,3.0,0.2,4.0,0.3691275167785235,0.7651006711409396,0.4788524625434246,0.5265151515151515,0.660133925496279,34,completed
0.4,0.4,1.5,3.0,0.3,2.0,0.3422818791946309,0.7449664429530202,0.47033810296819495,0.48863636363636365,0.6387747590927237,34,completed
0.4,0.4,1.5,3.0,0.3,4.0,0.3523489932885906,0.7684563758389261,0.4685949052886657,0.48484848484848486,0.6517625035307858,34,completed
0.4,0.4,1.5,3.0,0.4,2.0,0.36577181208053694,0.7550335570469798,0.4486328047090266,0.4696969696969697,0.6366860891093872,34,completed
0.4,0.4,1.5,3.0,0.4,4.0,0.3691275167785235,0.7751677852348994,0.464044800383321,0.4810606060606061,0.654121752429725,34,completed
0.4,0.4,1.5,5.0,0.2,2.0,0.36577181208053694,0.7684563758389261,0.5049893118675033,0.5340909090909091,0.668889869695038,34,completed
0.4,0.4,1.5,5.0,0.3,4.0,0.348993288590604,0.7583892617449665,0.4789624050456235,0.48863636363636365,0.6485533107833773,34,completed
0.4,0.4,1.5,5.0,0.2,4.0,0.35906040268456374,0.7885906040268457,0.499276057815897,0.5189393939393939,0.6767974527671656,34,completed
